2026-07-06T03:29:59Z,0,28909,53.23
2026-07-06T03:30:04Z,100,29605,355.15
2026-07-06T03:30:09Z,100,29609,386.75
2026-07-06T03:30:14Z,100,29611,397.23
2026-07-06T03:30:19Z,100,29879,432.75
2026-07-06T03:30:24Z,100,29879,409.33
2026-07-06T03:30:29Z,100,29879,407.92
2026-07-06T03:30:34Z,100,29879,375.47
2026-07-06T03:30:39Z,100,29879,394.34
2026-07-06T03:30:44Z,100,29879,386.36
2026-07-06T03:30:49Z,100,29879,375.22
2026-07-06T03:30:54Z,100,29879,390.42
2026-07-06T03:30:59Z,100,29879,386.40
2026-07-06T03:31:04Z,100,29879,379.08
2026-07-06T03:31:09Z,100,29879,577.40
2026-07-06T03:31:14Z,100,29879,378.00
2026-07-06T03:31:19Z,100,29879,574.62
2026-07-06T03:31:24Z,100,30067,393.96
2026-07-06T03:31:29Z,100,30067,384.94
2026-07-06T03:31:34Z,100,30067,377.22
2026-07-06T03:31:39Z,100,30067,454.21
2026-07-06T03:31:44Z,100,30067,377.87
2026-07-06T03:31:49Z,100,30067,384.49
2026-07-06T03:31:55Z,100,30067,376.87
2026-07-06T03:32:00Z,100,30067,486.29
2026-07-06T03:32:05Z,100,30067,394.68
2026-07-06T03:32:10Z,100,30259,396.51
2026-07-06T03:32:15Z,100,30259,390.86
2026-07-06T03:32:20Z,100,30259,416.64
2026-07-06T03:32:25Z,100,30259,380.13
2026-07-06T03:32:30Z,100,30259,397.36
2026-07-06T03:32:35Z,100,30259,463.37
2026-07-06T03:32:40Z,100,30259,402.56
2026-07-06T03:32:45Z,100,30259,450.04
2026-07-06T03:32:50Z,100,30259,403.23
2026-07-06T03:32:55Z,100,30259,404.65
2026-07-06T03:33:00Z,100,30259,394.77
2026-07-06T03:33:05Z,100,30259,400.53
2026-07-06T03:33:10Z,100,30259,503.41
2026-07-06T03:33:15Z,100,30259,423.81
2026-07-06T03:33:20Z,100,30259,401.48
2026-07-06T03:33:25Z,100,30259,390.92
2026-07-06T03:33:30Z,100,30259,390.94
2026-07-06T03:33:35Z,100,30259,395.65
2026-07-06T03:33:40Z,100,30259,425.53
2026-07-06T03:33:45Z,100,30259,420.05
2026-07-06T03:33:50Z,100,30259,435.78
2026-07-06T03:33:55Z,100,30259,401.30
2026-07-06T03:34:00Z,100,30259,408.82
2026-07-06T03:34:05Z,100,30259,397.82
2026-07-06T03:34:10Z,100,30259,402.17
2026-07-06T03:34:15Z,100,30259,399.78
2026-07-06T03:34:20Z,100,30259,407.62
2026-07-06T03:34:26Z,100,30259,391.19
2026-07-06T03:34:31Z,100,30259,400.13
2026-07-06T03:34:36Z,100,30259,561.07
2026-07-06T03:34:41Z,100,30259,400.31
2026-07-06T03:34:46Z,100,30259,388.38
2026-07-06T03:34:51Z,100,30259,524.64
2026-07-06T03:34:56Z,100,30259,400.24
2026-07-06T03:35:01Z,100,30259,394.69
2026-07-06T03:35:06Z,100,30259,397.45
2026-07-06T03:35:11Z,100,30259,438.60
2026-07-06T03:35:16Z,100,30259,400.35
2026-07-06T03:35:21Z,100,30259,414.18
2026-07-06T03:35:26Z,100,30259,434.17
2026-07-06T03:35:31Z,100,30259,575.03
2026-07-06T03:35:36Z,100,30259,408.30
2026-07-06T03:35:41Z,100,30259,407.58
2026-07-06T03:35:46Z,100,30259,419.54
2026-07-06T03:35:51Z,100,30259,411.91
2026-07-06T03:35:56Z,100,30259,387.38
2026-07-06T03:36:01Z,100,30259,386.42
2026-07-06T03:36:06Z,100,30259,513.63
2026-07-06T03:36:11Z,100,30259,390.27
2026-07-06T03:36:16Z,100,30259,403.37
2026-07-06T03:36:21Z,100,30259,396.85
2026-07-06T03:36:26Z,100,30259,511.57
2026-07-06T03:36:31Z,100,30259,402.00
2026-07-06T03:36:36Z,100,30259,400.72
2026-07-06T03:36:41Z,100,30259,384.38
2026-07-06T03:36:46Z,100,30259,397.75
2026-07-06T03:36:51Z,100,30259,391.82
2026-07-06T03:36:57Z,100,30259,431.39
2026-07-06T03:37:02Z,100,30259,394.87
2026-07-06T03:37:07Z,100,30259,398.25
2026-07-06T03:37:12Z,100,30259,395.37
2026-07-06T03:37:17Z,100,30259,406.93
2026-07-06T03:37:22Z,100,30259,391.62
2026-07-06T03:37:27Z,100,30259,577.14
2026-07-06T03:37:32Z,100,30259,390.72
2026-07-06T03:37:37Z,100,30259,411.56
2026-07-06T03:37:42Z,100,30259,390.75
2026-07-06T03:37:47Z,100,30259,426.74
2026-07-06T03:37:52Z,100,30259,391.68
2026-07-06T03:37:57Z,100,30259,389.92
2026-07-06T03:38:02Z,100,30259,447.55
2026-07-06T03:38:07Z,100,30259,395.56
2026-07-06T03:38:12Z,100,30259,428.36
2026-07-06T03:38:17Z,100,30259,404.54
2026-07-06T03:38:22Z,100,30259,425.31
2026-07-06T03:38:27Z,100,30259,440.01
2026-07-06T03:38:32Z,100,30259,385.36
2026-07-06T03:38:37Z,100,30259,416.55
2026-07-06T03:38:42Z,100,30259,407.44
2026-07-06T03:38:47Z,100,30259,408.99
2026-07-06T03:38:52Z,100,30259,392.81
2026-07-06T03:38:57Z,100,30259,428.11
2026-07-06T03:39:02Z,100,30259,455.52
2026-07-06T03:39:07Z,100,30259,384.30
2026-07-06T03:39:12Z,100,30259,383.02
2026-07-06T03:39:17Z,100,30259,381.55
2026-07-06T03:39:22Z,100,30259,381.07
2026-07-06T03:39:27Z,100,30259,383.52
2026-07-06T03:39:33Z,100,30259,382.70
2026-07-06T03:39:38Z,100,30259,391.81
2026-07-06T03:39:43Z,100,30259,398.96
2026-07-06T03:39:48Z,100,30259,408.90
2026-07-06T03:39:53Z,100,30259,412.19
2026-07-06T03:39:58Z,100,30259,392.32
2026-07-06T03:40:03Z,100,30259,426.16
2026-07-06T03:40:08Z,100,30259,396.36
2026-07-06T03:40:13Z,100,30259,390.20
2026-07-06T03:40:18Z,100,30259,403.97
2026-07-06T03:40:23Z,100,30259,390.16
2026-07-06T03:40:28Z,100,30259,389.68
2026-07-06T03:40:33Z,100,30259,396.79
2026-07-06T03:40:38Z,100,30259,389.20
2026-07-06T03:40:43Z,100,30259,419.73
2026-07-06T03:40:48Z,100,30259,486.16
2026-07-06T03:40:53Z,100,30259,469.04
2026-07-06T03:40:58Z,0,30259,338.89
2026-07-06T03:41:03Z,0,30259,359.28
2026-07-06T03:41:08Z,100,30259,373.66
2026-07-06T03:41:13Z,100,30259,412.11
2026-07-06T03:41:18Z,100,30259,393.29
2026-07-06T03:41:23Z,100,30259,441.34
2026-07-06T03:41:28Z,100,30259,386.30
2026-07-06T03:41:33Z,100,30259,572.89
2026-07-06T03:41:38Z,100,30259,437.11
2026-07-06T03:41:43Z,100,30259,386.96
2026-07-06T03:41:48Z,100,30259,401.56
